,Seedling,SoilSource,Treatment,Tray,Position,SeedlingStatus,HarvestDate,WeighingDate,AG_Dry_mg,BG_Dry_mg,PlantSpecies,ID_num,SoilHostSpecies,Round,Age,Location,GreenhouseRound,PlantDate,Total_Dry_mg
367,L3_Ster_Bp,L_3,Sterile,Tray9,7,Alive,11/27/17,2012/5/17,19.59,36.76,Bp,3,Lupine,2,6,BMR,Round1,25-Aug,56.35
368,I64_Ster_La,I_64,Sterile,Tray9,8,Alive,11/27/17,2012/5/17,60.72,76.11,La,64,IcePlant,1,0.5,BMR,Round1,25-Aug,136.83
369,L23_Ster_Ce,L_23,Sterile,Tray9,9,Alive,11/27/17,2012/5/17,51.04,23.36,Ce,23,Lupine,1,7,Sonoma,Round1,25-Aug,74.4
370,L8_Live_Bp,L_8,Live,Tray9,10,Alive,11/27/17,2012/5/17,13.57,29.57,Bp,8,Lupine,1,4,BMR,Round1,24-Aug,43.14
371,I53_Ster_Ce,I_53,Sterile,Tray9,11,Alive,11/27/17,2012/5/17,35.57,10.84,Ce,53,IcePlant,1,5,Sonoma,Round1,25-Aug,46.41
372,B36_Ster_Aa,B_36,Sterile,Tray9,12,Alive,11/27/17,2012/5/17,46.82,43.9,Aa,36,Baccharis,2,0.5,BMR,Round1,25-Aug,90.72
373,I28_Ster_La,I_28,Sterile,Tray9,13,Alive,11/27/17,2012/5/17,103.44,147.93,La,28,IcePlant,2,11,Sonoma,Round1,25-Aug,251.37
374,A13_Live_Aa,A_13,Live,Tray9,14,Alive,11/27/17,2012/5/17,41.37,30.2,Aa,13,Ammophila,2,26,BMR,Round1,24-Aug,71.57
375,B6_Ster_La,B_6,Sterile,Tray9,15,Alive,11/27/17,2012/5/17,855,807.44,La,6,Baccharis,2,17,BMR,Round1,25-Aug,1662.44
376,L3_Ster_Aa,L_3,Sterile,Tray9,16,Alive,11/27/17,2012/5/17,43.77,57.39,Aa,3,Lupine,2,6,BMR,Round1,25-Aug,101.16
377,B4_Ster_Ce,B_4,Sterile,Tray9,17,Alive,11/27/17,2012/5/17,11.05,3.7,Ce,4,Baccharis,1,22,BMR,Round1,25-Aug,14.75
379,A29_Ster_La,A_29,Sterile,Tray9,19,Alive,11/27/17,2012/5/17,54.08,62.59,La,29,Ammophila,1,11,Sonoma,Round1,25-Aug,116.67
380,L23_Ster_Aa,L_23,Sterile,Tray9,20,Alive,11/27/17,2012/5/17,85.45,99.77,Aa,23,Lupine,1,7,Sonoma,Round1,25-Aug,185.22
381,A14_Live_Ce,A_14,Live,Tray9,22,Alive,11/27/17,2012/6/17,12.91,5.4,Ce,14,Ammophila,2,14,BMR,Round1,24-Aug,18.31
382,A23_Ster_La,A_23,Sterile,Tray9,23,Alive,11/27/17,2012/6/17,54.44,160.13,La,23,Ammophila,1,19,Sonoma,Round1,25-Aug,214.57
383,L3_Ster_Ce,L_3,Sterile,Tray9,24,Alive,11/27/17,2012/6/17,18.08,7,Ce,3,Lupine,2,6,BMR,Round1,25-Aug,25.08
384,L23_Ster_Bp,L_23,Sterile,Tray9,25,Alive,11/27/17,2012/6/17,33.5,50.52,Bp,23,Lupine,1,7,Sonoma,Round1,25-Aug,84.02
385,L1_Ster_Bp,L_1,Sterile,Tray9,26,Alive,11/27/17,2012/6/17,25.67,59.5,Bp,1,Lupine,1,12,BMR,Round1,25-Aug,85.17
386,I60_Live_Bp,I_60,Live,Tray9,27,Alive,11/27/17,2012/6/17,5.21,9.49,Bp,60,IcePlant,2,25,Sonoma,Round1,24-Aug,14.7
388,I4_Ster_La,I_4,Sterile,Tray9,30,Alive,11/27/17,2012/6/17,48.86,119.33,La,4,IcePlant,1,20,BMR,Round1,25-Aug,168.19
389,A23_Ster_Aa,A_23,Sterile,Tray9,31,Alive,11/27/17,2012/6/17,33.65,31.72,Aa,23,Ammophila,1,19,Sonoma,Round1,25-Aug,65.37
390,I59_Ster_Ce,I_59,Sterile,Tray9,32,Alive,11/27/17,2012/6/17,18.59,7.33,Ce,59,IcePlant,1,22,Sonoma,Round1,25-Aug,25.92
391,A14_Ster_Ce,A_14,Sterile,Tray9,33,Alive,11/27/17,2012/6/17,29.89,8.15,Ce,14,Ammophila,2,14,BMR,Round1,25-Aug,38.04
392,I42_Ster_Bp,I_42,Sterile,Tray9,34,Alive,11/27/17,2012/6/17,4.47,9.52,Bp,42,IcePlant,2,23,Sonoma,Round1,25-Aug,13.99
393,L73_Live_Aa,L_73,Live,Tray9,35,Alive,11/27/17,2012/6/17,28.88,21.32,Aa,73,Lupine,1,0.5,Sonoma,Round1,24-Aug,50.2
394,B13_Live_Aa,B_13,Live,Tray9,36,Alive,11/27/17,2012/6/17,39.28,32.07,Aa,13,Baccharis,1,4,BMR,Round1,24-Aug,71.35
395,A28_Ster_La,A_28,Sterile,Tray9,37,Alive,11/27/17,2012/6/17,106.81,171.16,La,28,Ammophila,1,7,Sonoma,Round1,25-Aug,277.97
396,L28_Live_La,L_28,Live,Tray9,38,Alive,11/27/17,2012/6/17,953.84,915.91,La,28,Lupine,1,10,BMR,Round1,24-Aug,1869.75
397,I53_Live_Ce,I_53,Live,Tray9,39,Alive,11/27/17,2012/6/17,16.64,4.74,Ce,53,IcePlant,1,5,Sonoma,Round1,24-Aug,21.38
398,L3_Live_Ce,L_3,Live,Tray9,40,Alive,11/27/17,2012/6/17,60.23,20.07,Ce,3,Lupine,2,6,BMR,Round1,24-Aug,80.3
399,L35_Ster_Bp,L_35,Sterile,Tray9,41,Alive,11/27/17,2012/6/17,27.86,44.63,Bp,35,Lupine,2,5,Sonoma,Round1,25-Aug,72.49
400,B8_Live_Bp,B_8,Live,Tray9,42,Alive,11/27/17,2012/6/17,3.41,8.86,Bp,8,Baccharis,1,19,BMR,Round1,24-Aug,12.27
403,L4_Live_Bp,L_4,Live,Tray9,45,Alive,11/27/17,2012/6/17,22.06,32.47,Bp,4,Lupine,1,9,BMR,Round1,25-Aug,54.53
404,I23_Live_Aa,I_23,Live,Tray9,46,Alive,11/27/17,2012/6/17,30.63,27.56,Aa,23,IcePlant,1,15,Sonoma,Round1,24-Aug,58.19
405,B34_Ster_Aa,B_34,Sterile,Tray9,47,Alive,11/27/17,2012/6/17,51.69,46.41,Aa,34,Baccharis,1,0.5,Sonoma,Round1,25-Aug,98.1
406,A32_Ster_La,A_32,Sterile,Tray9,48,Alive,11/27/17,2012/6/17,70.54,150.46,La,32,Ammophila,2,0.5,Sonoma,Round1,25-Aug,221
407,B29_Live_Bp,B_29,Live,Tray9,49,Alive,11/27/17,2012/6/17,1.32,1.33,Bp,29,Baccharis,2,10,Sonoma,Round1,24-Aug,2.65
408,B36_Live_Ce,B_36,Live,Tray10,1,Alive,11/27/17,2012/6/17,17.73,6.15,Ce,36,Baccharis,2,0.5,BMR,Round1,24-Aug,23.88
409,B8_Live_Ce,B_8,Live,Tray10,2,Alive,11/27/17,2012/6/17,5.11,0.92,Ce,8,Baccharis,1,19,BMR,Round1,24-Aug,6.03
410,I8_Ster_La,I_8,Sterile,Tray10,3,Alive,11/27/17,2012/6/17,66.75,123.21,La,8,IcePlant,1,12,BMR,Round1,25-Aug,189.96
411,B34_Live_Aa,B_34,Live,Tray10,6,Alive,11/27/17,2012/6/17,29.9,19.87,Aa,34,Baccharis,1,0.5,Sonoma,Round1,24-Aug,49.77
412,L50_Live_Ce,L_50,Live,Tray10,7,Alive,11/27/17,2012/6/17,55.2,17.24,Ce,50,Lupine,2,3,Sonoma,Round1,24-Aug,72.44
413,L50_Live_Bp,L_50,Live,Tray10,8,Alive,11/27/17,2012/6/17,24.57,47.69,Bp,50,Lupine,2,3,Sonoma,Round1,24-Aug,72.26
414,B34_Live_Ce,B_34,Live,Tray10,9,Alive,11/27/17,2012/6/17,17.62,7.38,Ce,34,Baccharis,1,0.5,Sonoma,Round1,24-Aug,25
415,L50_Live_Aa,L_50,Live,Tray10,11,Alive,11/27/17,2012/6/17,64.66,52.8,Aa,50,Lupine,2,3,Sonoma,Round1,24-Aug,117.46
416,I27_Live_Ce,I_27,Live,Tray10,12,Alive,11/27/17,2012/6/17,3.88,0.99,Ce,27,IcePlant,1,18,Sonoma,Round1,24-Aug,4.87
417,I27_Live_Aa,I_27,Live,Tray10,13,Alive,11/27/17,2012/6/17,43.17,29.1,Aa,27,IcePlant,1,18,Sonoma,Round1,24-Aug,72.27
418,B13_Live_La,B_13,Live,Tray10,14,Alive,11/27/17,2012/6/17,983.27,835.39,La,13,Baccharis,1,4,BMR,Round1,24-Aug,1818.66
419,B6_Ster_Aa,B_6,Sterile,Tray10,15,Alive,11/28/17,2012/6/17,48.27,53.7,Aa,6,Baccharis,2,17,BMR,Round1,25-Aug,101.97
420,A20_Ster_Aa,A_20,Sterile,Tray10,16,Alive,11/28/17,2012/6/17,33.54,27.19,Aa,20,Ammophila,1,16,Sonoma,Round1,25-Aug,60.73
421,I59_Live_Ce,I_59,Live,Tray10,17,Alive,11/28/17,2012/6/17,4,0.92,Ce,59,IcePlant,1,22,Sonoma,Round1,24-Aug,4.92
422,I64_Live_La,I_64,Live,Tray10,18,Alive,11/28/17,2012/6/17,176.15,223.62,La,64,IcePlant,1,0.5,BMR,Round1,24-Aug,399.77
423,B23_Live_Bp,B_23,Live,Tray10,19,Alive,11/28/17,2012/6/17,2.38,7.76,Bp,23,Baccharis,1,8,Sonoma,Round1,24-Aug,10.14
424,A24_Live_Aa,A_24,Live,Tray10,20,Alive,11/28/17,2012/6/17,40.75,37.99,Aa,24,Ammophila,1,18,Sonoma,Round1,24-Aug,78.74
425,A24_Live_La,A_24,Live,Tray10,21,Alive,11/28/17,2012/6/17,1135.28,1312.54,La,24,Ammophila,1,18,Sonoma,Round1,24-Aug,2447.82
426,L23_Live_Ce,L_23,Live,Tray10,22,Alive,11/28/17,2012/6/17,14.96,4.05,Ce,23,Lupine,1,7,Sonoma,Round1,24-Aug,19.01
427,I59_Live_Bp,I_59,Live,Tray10,23,Alive,11/28/17,2012/6/17,0.96,0.45,Bp,59,IcePlant,1,22,Sonoma,Round1,24-Aug,1.41
428,I27_Live_Bp,I_27,Live,Tray10,24,Alive,11/28/17,2012/6/17,3.95,8.03,Bp,27,IcePlant,1,18,Sonoma,Round1,24-Aug,11.98
430,B15_Live_Bp,B_15,Live,Tray10,26,Alive,11/28/17,2012/6/17,11.99,11.9,Bp,15,Baccharis,2,26,BMR,Round1,24-Aug,23.89
431,B34_Live_Bp,B_34,Live,Tray10,28,Alive,11/28/17,2012/6/17,10.63,24.05,Bp,34,Baccharis,1,0.5,Sonoma,Round1,24-Aug,34.68
432,L28_Live_Aa,L_28,Live,Tray10,29,Alive,11/28/17,2012/6/17,40.94,31.1,Aa,28,Lupine,1,10,BMR,Round1,24-Aug,72.04
433,B15_Live_Ce,B_15,Live,Tray10,30,Alive,11/28/17,2012/6/17,28.41,7.66,Ce,15,Baccharis,2,26,BMR,Round1,24-Aug,36.07
434,B34_Live_La,B_34,Live,Tray10,31,Alive,11/28/17,2012/6/17,850.43,545.1,La,34,Baccharis,1,0.5,Sonoma,Round1,24-Aug,1395.53
435,L1_Live_Bp,L_1,Live,Tray10,32,Alive,11/28/17,2012/6/17,17.24,27.87,Bp,1,Lupine,1,12,BMR,Round1,24-Aug,45.11
436,A18_Live_La,A_18,Live,Tray10,33,Alive,11/28/17,2012/6/17,70.27,76.31,La,18,Ammophila,1,26,Sonoma,Round1,24-Aug,146.58
437,I8_Live_Aa,I_8,Live,Tray10,34,Alive,11/28/17,2012/6/17,37.21,29.54,Aa,8,IcePlant,1,12,BMR,Round1,24-Aug,66.75
438,B23_Live_Aa,B_23,Live,Tray10,35,Alive,11/28/17,2012/6/17,16.81,8.41,Aa,23,Baccharis,1,8,Sonoma,Round1,24-Aug,25.22
439,B15_Ster_Ce,B_15,Sterile,Tray10,36,Alive,11/28/17,2012/6/17,39.57,12.72,Ce,15,Baccharis,2,26,BMR,Round1,25-Aug,52.29
440,L1_Live_Ce,L_1,Live,Tray10,37,Alive,11/28/17,2012/6/17,28.05,8.77,Ce,1,Lupine,1,12,BMR,Round1,24-Aug,36.82
441,L23_Live_Bp,L_23,Live,Tray10,38,Alive,11/28/17,2012/6/17,18.64,40.44,Bp,23,Lupine,1,7,Sonoma,Round1,24-Aug,59.08
442,A29_Live_Bp,A_29,Live,Tray10,39,Alive,11/28/17,2012/6/17,3.23,4.91,Bp,29,Ammophila,1,11,Sonoma,Round1,24-Aug,8.14
443,A19_Live_Aa,A_19,Live,Tray10,40,Alive,11/28/17,2012/6/17,23.96,18.81,Aa,19,Ammophila,1,10,Sonoma,Round1,24-Aug,42.77
444,I42_Live_La,I_42,Live,Tray10,41,Alive,11/28/17,2012/6/17,978.35,933.2,La,42,IcePlant,2,23,Sonoma,Round1,24-Aug,1911.55
445,B5_Live_Ce,B_5,Live,Tray10,43,Alive,11/28/17,2012/6/17,4.25,1.18,Ce,5,Baccharis,1,5,BMR,Round1,24-Aug,5.43
446,B23_Live_La,B_23,Live,Tray10,44,Alive,11/28/17,2012/6/17,790.44,967.86,La,23,Baccharis,1,8,Sonoma,Round1,24-Aug,1758.3
447,L8_Ster_Bp,L_8,Sterile,Tray10,45,Alive,11/28/17,2012/6/17,16.71,34.35,Bp,8,Lupine,1,4,BMR,Round1,25-Aug,51.06
448,I41_Live_Ce,I_41,Live,Tray10,46,Alive,11/28/17,2012/6/17,22.01,6.9,Ce,41,IcePlant,2,8,Sonoma,Round1,24-Aug,28.91
449,B36_Live_Aa,B_36,Live,Tray10,47,Alive,11/28/17,2012/6/17,38,28.88,Aa,36,Baccharis,2,0.5,BMR,Round1,24-Aug,66.88
450,A20_Live_Ce,A_20,Live,Tray10,48,Alive,11/28/17,2012/6/17,7.81,2.75,Ce,20,Ammophila,1,16,Sonoma,Round1,24-Aug,10.56
451,A19_Live_La,A_19,Live,Tray10,49,Alive,11/28/17,2012/6/17,147.99,175.91,La,19,Ammophila,1,10,Sonoma,Round1,24-Aug,323.9
452,B13_Ster_Ce,B_13,Sterile,Tray11,1,Alive,11/20/17,2012/1/17,8.3,2.35,Ce,13,Baccharis,1,4,BMR,Round1,25-Aug,10.65
453,A18_Live_Ce,A_18,Live,Tray11,2,Alive,11/20/17,2012/1/17,16.82,3.09,Ce,18,Ammophila,1,26,Sonoma,Round1,24-Aug,19.91
454,A29_Live_Ce,A_29,Live,Tray11,4,Alive,11/20/17,2012/1/17,8.15,1.69,Ce,29,Ammophila,1,11,Sonoma,Round1,24-Aug,9.84
455,A29_Live_La,A_29,Live,Tray11,5,Alive,11/20/17,2012/1/17,451.74,416.3,La,29,Ammophila,1,11,Sonoma,Round1,24-Aug,868.04
456,B5_Live_Aa,B_5,Live,Tray11,6,Alive,11/20/17,2012/1/17,18.6,11.5,Aa,5,Baccharis,1,5,BMR,Round1,24-Aug,30.1
457,B4_Live_Aa,B_4,Live,Tray11,7,Alive,11/20/17,2012/1/17,23.54,18.25,Aa,4,Baccharis,1,22,BMR,Round1,24-Aug,41.79
458,A23_Live_Aa,A_23,Live,Tray11,8,Alive,11/20/17,2012/1/17,23.46,13.33,Aa,23,Ammophila,1,19,Sonoma,Round1,24-Aug,36.79
459,I41_Ster_Bp,I_41,Sterile,Tray11,9,Alive,11/20/17,2012/1/17,23.8,33.1,Bp,41,IcePlant,2,8,Sonoma,Round1,25-Aug,56.9
460,B23_Ster_La,B_23,Sterile,Tray11,10,Alive,11/20/17,2012/1/17,59.15,149.03,La,23,Baccharis,1,8,Sonoma,Round1,25-Aug,208.18
461,L73_Live_Ce,L_73,Live,Tray11,11,Alive,11/20/17,2012/1/17,13.14,3.81,Ce,73,Lupine,1,0.5,Sonoma,Round1,24-Aug,16.95
462,A20_Ster_Bp,A_20,Sterile,Tray11,12,Alive,11/20/17,2012/1/17,12.18,17.55,Bp,20,Ammophila,1,16,Sonoma,Round1,25-Aug,29.73
463,A18_Ster_Aa,A_18,Sterile,Tray11,13,Alive,11/20/17,2012/1/17,37.11,35.97,Aa,18,Ammophila,1,26,Sonoma,Round1,25-Aug,73.08
464,B22_Ster_La,B_22,Sterile,Tray11,14,Alive,11/20/17,2012/1/17,68.71,91.89,La,22,Baccharis,1,12,Sonoma,Round1,25-Aug,160.6
467,I49_Live_La,I_49,Live,Tray12,3,Alive,2001/10/18,1/24/18,624.33,567.47,La,49,IcePlant,2,16,Sonoma,Round2,5-Oct,1191.8
468,A1_Ster_Aa,A_1,Sterile,Tray12,4,Alive,2001/10/18,1/24/18,40.68,46.1,Aa,1,Ammophila,1,20,BMR,Round2,5-Oct,86.78
471,I44_Live_Aa,I_44,Live,Tray12,7,Alive,2001/10/18,1/24/18,21.05,14.88,Aa,44,IcePlant,1,15,BMR,Round2,5-Oct,35.93
473,A1_Ster_Ce,A_1,Sterile,Tray12,9,Alive,2001/10/18,1/24/18,29.86,13.55,Ce,1,Ammophila,1,20,BMR,Round2,5-Oct,43.41
475,I44_Live_La,I_44,Live,Tray12,11,Alive,2001/10/18,1/24/18,725.78,521.11,La,44,IcePlant,1,15,BMR,Round2,5-Oct,1246.89
476,I49_Live_Ce,I_49,Live,Tray12,12,Alive,2001/10/18,1/24/18,19.36,5.24,Ce,49,IcePlant,2,16,Sonoma,Round2,5-Oct,24.6
477,A1_Ster_La,A_1,Sterile,Tray12,13,Alive,2001/10/18,1/24/18,144.3,205.27,La,1,Ammophila,1,20,BMR,Round2,5-Oct,349.57
479,I44_Live_Ce,I_44,Live,Tray12,15,Alive,2001/10/18,1/24/18,1.16,1.74,Ce,44,IcePlant,1,15,BMR,Round2,5-Oct,2.9
480,I49_Live_Aa,I_49,Live,Tray12,16,Alive,2001/10/18,1/24/18,35.53,31.1,Aa,49,IcePlant,2,16,Sonoma,Round2,5-Oct,66.63
481,I36_Ster_Ce,I_36,Sterile,Tray12,17,Alive,2001/10/18,1/24/18,35.37,11.72,Ce,36,IcePlant,1,27,Sonoma,Round2,5-Oct,47.09
482,I36_Ster_Aa,I_36,Sterile,Tray12,18,Alive,2001/10/18,1/24/18,67.76,84.01,Aa,36,IcePlant,1,27,Sonoma,Round2,5-Oct,151.77
484,I36_Ster_La,I_36,Sterile,Tray12,20,Alive,2001/10/18,1/24/18,90.41,147.02,La,36,IcePlant,1,27,Sonoma,Round2,5-Oct,237.43
485,A10_Live_La,A_10,Live,Tray12,21,Alive,2001/10/18,1/24/18,209.72,233.91,La,10,Ammophila,1,12,BMR,Round2,5-Oct,443.63
486,A10_Live_Ce,A_10,Live,Tray12,22,Alive,2001/10/18,1/24/18,14.58,3.79,Ce,10,Ammophila,1,12,BMR,Round2,5-Oct,18.37
487,A10_Live_Aa,A_10,Live,Tray12,23,Alive,2001/10/18,1/24/18,18.73,13.81,Aa,10,Ammophila,1,12,BMR,Round2,5-Oct,32.54
489,B30_Live_Ce,B_30,Live,Tray12,29,Alive,2001/10/18,1/24/18,7.85,1.74,Ce,30,Baccharis,1,21,Sonoma,Round2,5-Oct,9.59
491,B30_Live_Aa,B_30,Live,Tray12,31,Alive,2001/10/18,1/24/18,29.15,22.28,Aa,30,Baccharis,1,21,Sonoma,Round2,5-Oct,51.43
492,B30_Live_La,B_30,Live,Tray12,32,Alive,2001/10/18,1/24/18,635.81,426.07,La,30,Baccharis,1,21,Sonoma,Round2,5-Oct,1061.88
493,I36_Live_Ce,I_36,Live,Tray12,33,Alive,2001/10/18,1/24/18,10.32,3.1,Ce,36,IcePlant,1,27,Sonoma,Round2,5-Oct,13.42
494,I36_Live_La,I_36,Live,Tray12,34,Alive,2001/10/18,1/24/18,1436.33,850.9,La,36,IcePlant,1,27,Sonoma,Round2,5-Oct,2287.23
495,I36_Live_Aa,I_36,Live,Tray12,35,Alive,2001/10/18,1/24/18,30.44,18.41,Aa,36,IcePlant,1,27,Sonoma,Round2,5-Oct,48.85
501,A1_Live_La,A_1,Live,Tray12,41,Alive,2001/10/18,1/24/18,193.74,196.44,La,1,Ammophila,1,20,BMR,Round2,5-Oct,390.18
502,A10_Ster_Ce,A_10,Sterile,Tray12,42,Alive,2001/10/18,1/24/18,10.54,9.08,Ce,10,Ammophila,1,12,BMR,Round2,5-Oct,19.62
503,I44_Ster_Aa,I_44,Sterile,Tray12,43,Alive,2001/10/18,1/24/18,40.63,36.78,Aa,44,IcePlant,1,15,BMR,Round2,5-Oct,77.41
505,I44_Ster_La,I_44,Sterile,Tray12,45,Alive,2001/10/18,1/24/18,62.97,70.72,La,44,IcePlant,1,15,BMR,Round2,5-Oct,133.69
506,I49_Ster_Ce,I_49,Sterile,Tray12,46,Alive,2001/10/18,1/24/18,21.48,6.96,Ce,49,IcePlant,2,16,Sonoma,Round2,5-Oct,28.44
507,I44_Ster_Ce,I_44,Sterile,Tray12,47,Alive,2001/10/18,1/24/18,18.82,5.74,Ce,44,IcePlant,1,15,BMR,Round2,5-Oct,24.56
508,A1_Live_Aa,A_1,Live,Tray12,48,Alive,2001/10/18,1/24/18,21.08,10.85,Aa,1,Ammophila,1,20,BMR,Round2,5-Oct,31.93
512,I6_Live_Aa,I_6,Live,Tray13,3,Alive,2001/11/18,1/24/18,28.17,18.75,Aa,6,IcePlant,1,22,BMR,Round2,6-Oct,46.92
513,B16_Ster_Aa,B_16,Sterile,Tray13,4,Alive,2001/11/18,1/24/18,50.46,52.87,Aa,16,Baccharis,1,19,Sonoma,Round2,5-Oct,103.33
514,A4_Live_La,A_4,Live,Tray13,5,Alive,2001/11/18,1/24/18,105.57,141.1,La,4,Ammophila,1,12,BMR,Round2,5-Oct,246.67
515,I6_Live_Ce,I_6,Live,Tray13,6,Alive,2001/11/18,1/24/18,5.45,2.22,Ce,6,IcePlant,1,22,BMR,Round2,6-Oct,7.67
516,L13_Live_La,L_13,Live,Tray13,7,Alive,2001/11/18,1/24/18,994.03,837.06,La,13,Lupine,2,13,Sonoma,Round2,6-Oct,1831.09
521,L16_Ster_Aa,L_16,Sterile,Tray13,12,Alive,2001/11/18,1/24/18,75.87,105.58,Aa,16,Lupine,1,10,Sonoma,Round2,7-Oct,181.45
522,I21_Ster_La,I_21,Sterile,Tray13,13,Alive,2001/11/18,1/24/18,114.41,164.65,La,21,IcePlant,1,21,BMR,Round2,7-Oct,279.06
524,A26_Live_La,A_26,Live,Tray13,15,Alive,2001/11/18,1/24/18,492.31,454.46,La,26,Ammophila,2,26,Sonoma,Round2,7-Oct,946.77
526,L74_Ster_Ce,L_74,Sterile,Tray13,17,Alive,2001/11/18,1/24/18,41.53,6.37,Ce,74,Lupine,2,0.5,Sonoma,Round2,7-Oct,47.9
528,B1_Ster_Aa,B_1,Sterile,Tray13,19,Alive,2001/11/18,1/24/18,43.43,54.48,Aa,1,Baccharis,1,16,BMR,Round2,7-Oct,97.91
529,L10_Live_Ce,L_10,Live,Tray13,20,Alive,2001/11/18,1/24/18,24.5,7.87,Ce,10,Lupine,1,7,BMR,Round2,7-Oct,32.37
530,L74_Ster_La,L_74,Sterile,Tray13,21,Alive,2001/11/18,1/24/18,106.57,192.13,La,74,Lupine,2,0.5,Sonoma,Round2,7-Oct,298.7
531,B20_Ster_Aa,B_20,Sterile,Tray13,22,Alive,2001/11/18,1/24/18,42.77,44.74,Aa,20,Baccharis,1,6,Sonoma,Round2,5-Oct,87.51
534,I20_Ster_Aa,I_20,Sterile,Tray13,25,Alive,2001/11/18,1/24/18,48.19,44.05,Aa,20,IcePlant,2,19,BMR,Round2,7-Oct,92.24
536,B1_Live_Aa,B_1,Live,Tray13,27,Alive,2001/11/18,1/24/18,32.24,27.41,Aa,1,Baccharis,1,16,BMR,Round2,5-Oct,59.65
537,B16_Live_Ce,B_16,Live,Tray13,28,Alive,2001/11/18,1/24/18,7.81,2.5,Ce,16,Baccharis,1,19,Sonoma,Round2,5-Oct,10.31
538,L16_Live_La,L_16,Live,Tray13,29,Alive,2001/11/18,1/24/18,662.34,556.99,La,16,Lupine,1,10,Sonoma,Round2,7-Oct,1219.33
539,B20_Live_La,B_20,Live,Tray13,30,Alive,2001/11/18,1/24/18,368.37,250.06,La,20,Baccharis,1,6,Sonoma,Round2,5-Oct,618.43
540,B20_Ster_Ce,B_20,Sterile,Tray13,31,Alive,2001/11/18,1/24/18,16.94,6.98,Ce,20,Baccharis,1,6,Sonoma,Round2,5-Oct,23.92
541,L16_Live_Ce,L_16,Live,Tray13,32,Alive,2001/11/18,1/24/18,29.71,16.27,Ce,16,Lupine,1,10,Sonoma,Round2,7-Oct,45.98
542,I21_Ster_Aa,I_21,Sterile,Tray13,33,Alive,2001/11/18,1/24/18,45.24,48.13,Aa,21,IcePlant,1,21,BMR,Round2,7-Oct,93.37
543,A30_Live_Ce,A_30,Live,Tray13,34,Alive,2001/11/18,1/24/18,12.34,6.19,Ce,30,Ammophila,2,21,Sonoma,Round2,7-Oct,18.53
544,A17_Ster_Aa,A_17,Sterile,Tray13,35,Alive,2001/11/18,1/24/18,79.38,85.03,Aa,17,Ammophila,1,26,Sonoma,Round2,6-Oct,164.41
545,A4_Live_Ce,A_4,Live,Tray13,36,Alive,2001/11/18,1/24/18,13.25,2.17,Ce,4,Ammophila,1,12,BMR,Round2,5-Oct,15.42
546,I6_Live_La,I_6,Live,Tray13,37,Alive,2001/11/18,1/24/18,1033.72,660.78,La,6,IcePlant,1,22,BMR,Round2,6-Oct,1694.5
547,L13_Live_Ce,L_13,Live,Tray13,38,Alive,2001/11/18,1/24/18,36.4,9.68,Ce,13,Lupine,2,13,Sonoma,Round2,6-Oct,46.08
551,I49_Ster_Aa,I_49,Sterile,Tray13,42,Alive,2001/11/18,1/24/18,55.19,66.37,Aa,49,IcePlant,2,16,Sonoma,Round2,5-Oct,121.56
552,A10_Ster_Aa,A_10,Sterile,Tray13,43,Alive,2001/11/18,1/24/18,46.54,58.66,Aa,10,Ammophila,1,12,BMR,Round2,5-Oct,105.2
553,A1_Live_Ce,A_1,Live,Tray13,44,Alive,2001/11/18,1/24/18,8.69,8.36,Ce,1,Ammophila,1,20,BMR,Round2,5-Oct,17.05
554,B30_Ster_Ce,B_30,Sterile,Tray13,45,Alive,2001/11/18,1/24/18,19.05,3.52,Ce,30,Baccharis,1,21,Sonoma,Round2,5-Oct,22.57
555,B30_Ster_Aa,B_30,Sterile,Tray13,46,Alive,2001/11/18,1/24/18,48.16,55.04,Aa,30,Baccharis,1,21,Sonoma,Round2,5-Oct,103.2
556,I49_Ster_La,I_49,Sterile,Tray13,47,Alive,2001/11/18,1/24/18,63.81,104.11,La,49,IcePlant,2,16,Sonoma,Round2,5-Oct,167.92
557,A10_Ster_La,A_10,Sterile,Tray13,48,Alive,2001/11/18,1/24/18,76.04,147.14,La,10,Ammophila,1,12,BMR,Round2,5-Oct,223.18
558,B30_Ster_La,B_30,Sterile,Tray13,49,Alive,2001/11/18,1/24/18,128.67,153.91,La,30,Baccharis,1,21,Sonoma,Round2,5-Oct,282.58
559,L40_Live_Ce,L_40,Live,Tray14,1,Alive,1/14/18,1/25/18,10.24,3.25,Ce,40,Lupine,1,4,Sonoma,Round2,5-Oct,13.49
560,A5_Live_Ce,A_5,Live,Tray14,2,Alive,1/14/18,1/25/18,19.33,7.91,Ce,5,Ammophila,1,15,BMR,Round2,6-Oct,27.24
563,B21_Live_La,B_21,Live,Tray14,5,Alive,1/14/18,1/25/18,420.51,344.78,La,21,Baccharis,1,4,Sonoma,Round2,5-Oct,765.29
564,A17_Live_La,A_17,Live,Tray14,6,Alive,1/14/18,1/25/18,523.99,456.15,La,17,Ammophila,1,26,Sonoma,Round2,6-Oct,980.14
565,L47_Live_Ce,L_47,Live,Tray14,7,Alive,1/14/18,1/25/18,28.2,10.84,Ce,47,Lupine,1,7,Sonoma,Round2,6-Oct,39.04
