,Sample_Name,Sample_Plate_ID,Sample_Taxa,Species,Individual,Plant_ID,Primer_Plate,Primer_Plate_cell,Year_sampled,Year_arrived,Age,Location,X_cor,Y_cor,Date_collected,Time_collected,Status,L_0_note,L_120_note,L_240_note,L_0_use,L_120_use,L_240_use,L_average_use,pH,tare,soil_0,soil_72,theta_d_72,theta_w_72,Individual.New
Sand_10_2016,2016B3_83_S_10,2016_Bacteria_3,Bacteria,Sand,Sand_10,2016_S_10,Plate_7,C11,2016,NA,0,Sonoma,-123.067621,38.322346,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,7.84,2.26,17.286,17.136,0.010083356,0.009982697,Sand_10_2016
Sand_11_2016,2016B5_87_S_11,2016_Bacteria_5,Bacteria,Sand,Sand_11,2016_S_11,Plate_9,G11,2016,NA,0,Sonoma,-123.06814,38.32163,13-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.82,2.29,17.294,17.204,0.006034598,0.0059984,Sand_11_2016
Sand_12_2016,2016B3_88_S_12,2016_Bacteria_3,Bacteria,Sand,Sand_12,2016_S_12,Plate_7,H11,2016,NA,0,Sonoma,-123.068115,38.32186,13-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.85,2.259,17.258,17.195,0.004217997,0.00420028,Sand_12_2016
Sand_13_2016,2016B3_75_S_13,2016_Bacteria_3,Bacteria,Sand,Sand_13,2016_S_13,Plate_7,C10,2016,NA,0,Sonoma,-123.06956,38.32126,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.81,2.285,17.281,17.093,0.01269584,0.012536676,Sand_13_2016
Sand_1_2016,2016B4_87_S_1,2016_Bacteria_4,Bacteria,Sand,Sand_1,2016_S_1,Plate_8,G11,2016,NA,0,BMR,-123.068914,38.320409,12-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.64,2.27,17.269,17.206,0.004217997,0.00420028,Sand_1_2016
Sand_2_2016,2016B1_87_S_2,2016_Bacteria_1,Bacteria,Sand,Sand_2,2016_S_2,Plate_5,G11,2016,NA,0,BMR,-123.069219,38.320585,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.71,2.256,17.346,17.266,0.00532978,0.005301524,Sand_2_2016
Sand_3_2016,2016B1_88_S_3,2016_Bacteria_1,Bacteria,Sand,Sand_3,2016_S_3,Plate_5,H11,2016,NA,0,BMR,-123.069536,38.320684,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.69,2.216,17.257,17.171,0.005750585,0.005717705,Sand_3_2016
Sand_4_2016,2016B3_87_S_4,2016_Bacteria_3,Bacteria,Sand,Sand_4,2016_S_4,Plate_7,G11,2016,NA,0,BMR,-123.069862,38.320906,12-Jul,NA,NA,NA,NA,NA,0,0,0,0,8.93,2.262,17.262,17.169,0.00623868,0.0062,Sand_4_2016
Sand_5_2016,2016B2_88_S_5,2016_Bacteria_2,Bacteria,Sand,Sand_5,2016_S_5,Plate_6,H11,2016,NA,0,BMR,-123.07022,38.32116,30-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.56,2.226,17.234,16.995,0.016182545,0.01592484,Sand_5_2016
Sand_6_2016,2016B4_88_S_6,2016_Bacteria_4,Bacteria,Sand,Sand_6,2016_S_6,Plate_8,H11,2016,NA,0,BMR,-123.070872,38.320563,11-Jul,NA,NA,NA,NA,NA,0,0,0,0,6.86,2.255,17.255,17.158,0.006508757,0.006466667,Sand_6_2016
Sand_7_2016,2016B5_88_S_7,2016_Bacteria_5,Bacteria,Sand,Sand_7,2016_S_7,Plate_9,H11,2016,NA,0,BMR,-123.07056,38.320488,11-Jul,NA,NA,NA,NA,NA,0,0,0,0,7.12,2.326,17.323,17.222,0.006780344,0.00673468,Sand_7_2016
Sand_8_2016,2016B3_91_S_8,2016_Bacteria_3,Bacteria,Sand,Sand_8,2016_S_8,Plate_7,C12,2016,NA,0,BMR,-123.070377,38.320382,29-Jun,NA,NA,NA,NA,NA,0,0,0,0,7.15,2.163,17.157,16.938,0.014822335,0.014605842,Sand_8_2016
Sand_9_2016,2016B2_87_S_9,2016_Bacteria_2,Bacteria,Sand,Sand_9,2016_S_9,Plate_6,G11,2016,NA,0,BMR,-123.07013,38.32033,29-Jun,NA,NA,NA,NA,NA,0,0,0,0,8.64,2.261,17.289,17.133,0.01048951,0.010380623,Sand_9_2016
